state;year;distid;schoolid;distname;schoolname;ncesdistid;ncesid;ncesenroll;gradespan;level;enroll_raw_CA;enrollmetric;pp_stloc_raw_CA;pp_fed_raw_CA;pp_total_raw_CA;pp_site_stloc_raw_CA;pp_site_fed_raw_CA;pp_site_raw_CA;pp_centshare_stloc_raw_CA;pp_centshare_fed_raw_CA;pp_centshare_raw_CA;schoolstloc_raw_CA;schoolfed_raw_CA;schooltot_raw_CA;countenroll;noaudit;nositecen;adfinvars;distflex;charter_CA;distexclu_raw_CA;disttotwexclu_raw_CA;flag_NERDS
CA;2018-2019;37683380000000;37683383734431;San Diego Unified;Mission Bay High;0634320;063432005522;1117; 09-12;4;1117;CALPADS Fall 1 Submission enrollment;12210;1109;13319;8590;559;9149;3620;550;4170;13638570;1238753;14877323;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386059679;San Diego Unified;Montgomery Middle;0634320;063432005525;454; 06-08;3;454;CALPADS Fall 1 Submission enrollment;12840;2628;15468;9220;2078;11298;3620;550;4170;5829360;1193112;7022472;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683383734654;San Diego Unified;Morse High;0634320;063432005526;1718; 09-12;4;1718;CALPADS Fall 1 Submission enrollment;11197;1784;12981;7577;1234;8811;3620;550;4170;19236446;3064912;22301358;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683383730751;San Diego Unified;Mt. Everest Academy;0634320;063432009437;266; KG-12;4;266;CALPADS Fall 1 Submission enrollment;12392;599;12991;8772;49;8821;3620;550;4170;3296272;159334;3455606;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386059687;San Diego Unified;Muirlands Middle;0634320;063432005527;924; 06-08;3;924;CALPADS Fall 1 Submission enrollment;11042;930;11972;7422;380;7802;3620;550;4170;10202808;859320;11062128;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683380111864;San Diego Unified;Normal Heights Elementary;0634320;063432011765;319; KG-05;2;319;CALPADS Fall 1 Submission enrollment;12701;2159;14860;9081;1609;10690;3620;550;4170;4051619;688721;4740340;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386112478;San Diego Unified;Nye Elementary;0634320;063432003954;411; KG-05;2;411;CALPADS Fall 1 Submission enrollment;11235;1961;13196;7615;1411;9026;3620;550;4170;4617585;805971;5423556;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040026;San Diego Unified;Oak Park Elementary;0634320;063432005529;530; KG-05;2;530;CALPADS Fall 1 Submission enrollment;11785;2003;13788;8165;1453;9618;3620;550;4170;6246050;1061590;7307640;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040034;San Diego Unified;Ocean Beach Elementary;0634320;063432005530;409; KG-04;2;409;CALPADS Fall 1 Submission enrollment;11533;1477;13010;7913;927;8840;3620;550;4170;4716997;604093;5321090;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040042;San Diego Unified;Pacific Beach Elementary;0634320;063432005531;389; KG-05;2;389;CALPADS Fall 1 Submission enrollment;10637;1054;11691;7017;504;7521;3620;550;4170;4137793;410006;4547799;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386059695;San Diego Unified;Pacific Beach Middle;0634320;063432005532;746; 06-08;3;746;CALPADS Fall 1 Submission enrollment;11157;958;12115;7537;408;7945;3620;550;4170;8323122;714668;9037790;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386039861;San Diego Unified;Pacific View Leadership Elementary;0634320;063432005498;261; KG-05;2;261;CALPADS Fall 1 Submission enrollment;13303;1563;14866;9683;1013;10696;3620;550;4170;3472083;407943;3880026;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040059;San Diego Unified;Paradise Hills Elementary;0634320;063432005533;298; KG-05;2;298;CALPADS Fall 1 Submission enrollment;13248;1505;14753;9628;955;10583;3620;550;4170;3947904;448490;4396394;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386077317;San Diego Unified;Penn Elementary;0634320;063432005534;404; KG-05;2;404;CALPADS Fall 1 Submission enrollment;12291;1455;13746;8671;905;9576;3620;550;4170;4965564;587820;5553384;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386039929;San Diego Unified;Perkins K-8;0634320;063432005506;464; KG-08;3;464;CALPADS Fall 1 Submission enrollment;13127;1940;15067;9507;1390;10897;3620;550;4170;6090928;900160;6991088;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040067;San Diego Unified;Perry Elementary;0634320;063432005535;367; KG-05;2;367;CALPADS Fall 1 Submission enrollment;12699;1509;14208;9079;959;10038;3620;550;4170;4660533;553803;5214336;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386061972;San Diego Unified;Pershing Middle;0634320;063432005536;688; 06-08;3;688;CALPADS Fall 1 Submission enrollment;11426;1079;12505;7806;529;8335;3620;550;4170;7861088;742352;8603440;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683383735750;San Diego Unified;Point Loma High;0634320;063432005537;1907; 09-12;4;1907;CALPADS Fall 1 Submission enrollment;10289;987;11276;6669;437;7106;3620;550;4170;19621123;1882209;21503332;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683380108274;San Diego Unified;Porter Elementary;0634320;063432011382;835; KG-06;2;835;CALPADS Fall 1 Submission enrollment;10616;1919;12535;6996;1369;8365;3620;550;4170;8864360;1602365;10466725;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040083;San Diego Unified;Riley/New Dawn;0634320;063432005539;183; KG-12;4;183;CALPADS Fall 1 Submission enrollment;27590;1260;28850;23970;710;24680;3620;550;4170;5048970;230580;5279550;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683380114033;San Diego Unified;Rodriguez Elementary;0634320;063432011973;450; KG-05;2;450;CALPADS Fall 1 Submission enrollment;11882;1881;13763;8262;1331;9593;3620;550;4170;5346900;846450;6193350;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040091;San Diego Unified;Rolando Park Elementary;0634320;063432005540;207; KG-05;2;207;CALPADS Fall 1 Submission enrollment;13716;2577;16293;10096;2027;12123;3620;550;4170;2839212;533439;3372651;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386059703;San Diego Unified;Roosevelt International Middle;0634320;063432005541;989; 06-08;3;989;CALPADS Fall 1 Submission enrollment;11798;1523;13321;8178;973;9151;3620;550;4170;11668222;1506247;13174469;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386114375;San Diego Unified;Rosa Parks Elementary;0634320;063432007328;920; KG-05;2;920;CALPADS Fall 1 Submission enrollment;11039;1707;12746;7419;1157;8576;3620;550;4170;10155880;1570440;11726320;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040109;San Diego Unified;Ross Elementary;0634320;063432005542;207; KG-05;2;207;CALPADS Fall 1 Submission enrollment;12979;2043;15022;9359;1493;10852;3620;550;4170;2686653;422901;3109554;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040117;San Diego Unified;Rowan Elementary;0634320;063432005543;186; KG-05;2;186;CALPADS Fall 1 Submission enrollment;17733;2548;20281;14113;1998;16111;3620;550;4170;3298338;473928;3772266;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683380107052;San Diego Unified;San Diego Business/Leadership;0634320;063432011143;531; 09-12;4;531;CALPADS Fall 1 Submission enrollment;11882;2135;14017;8262;1585;9847;3620;550;4170;6309342;1133685;7443027;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683380107029;San Diego Unified;San Diego International Studies;0634320;063432011140;1239; 09-12;4;1239;CALPADS Fall 1 Submission enrollment;9538;1154;10692;5918;604;6522;3620;550;4170;11817582;1429806;13247388;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683380107482;San Diego Unified;San Diego Metro Career and Tech;0634320;063432011154;135; 09-12;4;135;CALPADS Fall 1 Submission enrollment;18923;1095;20018;15303;545;15848;3620;550;4170;2554605;147825;2702430;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683380107219;San Diego Unified;San Diego Science and Technology;0634320;063432011153;773; 09-12;4;773;CALPADS Fall 1 Submission enrollment;10575;1424;11999;6955;874;7829;3620;550;4170;8174475;1100752;9275227;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683383730371;San Diego Unified;San Diego SCPA;0634320;063432008962;1429; 06-12;4;1429;CALPADS Fall 1 Submission enrollment;10173;1242;11415;6553;692;7245;3620;550;4170;14537217;1774818;16312035;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386089049;San Diego Unified;Sandburg Elementary;0634320;063432005545;536; KG-05;2;536;CALPADS Fall 1 Submission enrollment;11522;1093;12615;7902;543;8445;3620;550;4170;6175792;585848;6761640;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386119135;San Diego Unified;Scripps Elementary;0634320;063432010380;736; KG-05;2;736;CALPADS Fall 1 Submission enrollment;10575;958;11533;6955;408;7363;3620;550;4170;7783200;705088;8488288;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683383730884;San Diego Unified;Scripps Ranch High;0634320;063432002688;2179; 09-12;4;2179;CALPADS Fall 1 Submission enrollment;9962;928;10890;6342;378;6720;3620;550;4170;21707198;2022112;23729310;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040133;San Diego Unified;Sequoia Elementary;0634320;063432005548;191; KG-06;2;191;CALPADS Fall 1 Submission enrollment;12851;1421;14272;9231;871;10102;3620;550;4170;2454541;271411;2725952;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683383730173;San Diego Unified;Serra High;0634320;063432005549;1466; 09-12;4;1466;CALPADS Fall 1 Submission enrollment;10881;1307;12188;7261;757;8018;3620;550;4170;15951546;1916062;17867608;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040141;San Diego Unified;Sessions Elementary;0634320;063432005550;514; KG-05;2;514;CALPADS Fall 1 Submission enrollment;12125;1304;13429;8505;754;9259;3620;550;4170;6232250;670256;6902506;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040158;San Diego Unified;Sherman Elementary;0634320;063432005551;637; KG-05;2;637;CALPADS Fall 1 Submission enrollment;12184;1548;13732;8564;998;9562;3620;550;4170;7761208;986076;8747284;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040166;San Diego Unified;Silver Gate Elementary;0634320;063432005552;513; KG-04;2;513;CALPADS Fall 1 Submission enrollment;11666;1016;12682;8046;466;8512;3620;550;4170;5984658;521208;6505866;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040174;San Diego Unified;Spreckels Elementary;0634320;063432005553;651; KG-05;2;651;CALPADS Fall 1 Submission enrollment;11007;1254;12261;7387;704;8091;3620;550;4170;7165557;816354;7981911;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386096598;San Diego Unified;Standley Middle;0634320;063432005554;1009; 06-08;3;1009;CALPADS Fall 1 Submission enrollment;10930;950;11880;7310;400;7710;3620;550;4170;11028370;958550;11986920;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040208;San Diego Unified;Sunset View Elementary;0634320;063432005557;426; KG-04;2;426;CALPADS Fall 1 Submission enrollment;11095;989;12084;7475;439;7914;3620;550;4170;4726470;421314;5147784;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386059711;San Diego Unified;Taft Middle;0634320;063432005558;462; 06-08;3;462;CALPADS Fall 1 Submission enrollment;13636;1651;15287;10016;1101;11117;3620;550;4170;6299832;762762;7062594;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386089056;San Diego Unified;Tierrasanta Elementary;0634320;063432005559;512; KG-05;2;512;CALPADS Fall 1 Submission enrollment;11253;1326;12579;7633;776;8409;3620;550;4170;5761536;678912;6440448;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040224;San Diego Unified;Toler Elementary;0634320;063432005560;263; KG-05;2;263;CALPADS Fall 1 Submission enrollment;13182;1055;14237;9562;505;10067;3620;550;4170;3466866;277465;3744331;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040232;San Diego Unified;Torrey Pines Elementary;0634320;063432005561;475; KG-05;2;475;CALPADS Fall 1 Submission enrollment;10977;844;11821;7357;294;7651;3620;550;4170;5214075;400900;5614975;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683383731056;San Diego Unified;TRACE;0634320;063432011235;481; 09-12;4;481;CALPADS Fall 1 Submission enrollment;30120;2764;32884;26500;2214;28714;3620;550;4170;14487720;1329484;15817204;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683383730231;San Diego Unified;Twain High;0634320;063432005562;315; 07-12;4;315;CALPADS Fall 1 Submission enrollment;22318;1798;24116;18698;1248;19946;3620;550;4170;7030170;566370;7596540;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683383730314;San Diego Unified;University City High;0634320;063432007838;1838; 09-12;4;1838;CALPADS Fall 1 Submission enrollment;10212;933;11145;6592;383;6975;3620;550;4170;18769656;1714854;20484510;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040257;San Diego Unified;Valencia Park Elementary;0634320;063432005563;524; KG-05;2;524;CALPADS Fall 1 Submission enrollment;11782;2131;13913;8162;1581;9743;3620;550;4170;6173768;1116644;7290412;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386099089;San Diego Unified;Vista Grande Elementary;0634320;063432005564;385; KG-05;2;385;CALPADS Fall 1 Submission enrollment;11439;1020;12459;7819;470;8289;3620;550;4170;4404015;392700;4796715;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386089064;San Diego Unified;Walker Elementary;0634320;063432005565;401; KG-05;2;401;CALPADS Fall 1 Submission enrollment;11675;1340;13015;8055;790;8845;3620;550;4170;4681675;537340;5219015;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386097844;San Diego Unified;Wangenheim Middle;0634320;063432005566;910; 06-08;3;910;CALPADS Fall 1 Submission enrollment;11000;1073;12073;7380;523;7903;3620;550;4170;10010000;976430;10986430;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040265;San Diego Unified;Washington Elementary;0634320;063432005567;323; KG-05;2;323;CALPADS Fall 1 Submission enrollment;11540;1274;12814;7920;724;8644;3620;550;4170;3727420;411502;4138922;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040273;San Diego Unified;Webster Elementary;0634320;063432005568;257; KG-06;2;257;CALPADS Fall 1 Submission enrollment;12466;1851;14317;8846;1301;10147;3620;550;4170;3203762;475707;3679469;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040281;San Diego Unified;Wegeforth Elementary;0634320;063432005569;222; KG-05;2;222;CALPADS Fall 1 Submission enrollment;13626;1487;15113;10006;937;10943;3620;550;4170;3024972;330114;3355086;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386040307;San Diego Unified;Whitman Elementary;0634320;063432005571;113; KG-06;2;113;CALPADS Fall 1 Submission enrollment;19911;2111;22022;16291;1561;17852;3620;550;4170;2249943;238543;2488486;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683383730363;San Diego Unified;Whittier K-12;0634320;063432007837;52; KG-12;4;52;CALPADS Fall 1 Submission enrollment;50557;20077;70634;46937;19527;66464;3620;550;4170;2628964;1044004;3672968;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386061980;San Diego Unified;Wilson Middle;0634320;063432005573;713; 06-08;3;713;CALPADS Fall 1 Submission enrollment;11589;1958;13547;7969;1408;9377;3620;550;4170;8262957;1396054;9659011;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37683380000000;37683386106199;San Diego Unified;Zamorano Elementary;0634320;063432008965;1085; KG-05;2;1085;CALPADS Fall 1 Submission enrollment;11037;1902;12939;7417;1352;8769;3620;550;4170;11975145;2063670;14038815;1;0;0;0;1;N/A;960544465;2312075147;0
CA;2018-2019;37682130123224;01232240123224;San Diego Virtual;San Diego Virtual;0601893;060189312767;366; KG-12;4;366;CALPADS Fall 1 Submission enrollment;11873;113;11986;NA;NA;NA;NA;NA;NA;4345518;41358;NA;1;0;0;0;1;Directly funded;0;4386876;0
CA;2018-2019;37679830134890;01348900134890;San Diego Workforce Innovation High;San Diego Workforce Innovation High;0602108;060210814037;2196; 09-12;4;2196;CALPADS Fall 1 Submission enrollment;11646;0;11646;NA;NA;NA;NA;NA;NA;25574616;0;NA;1;0;0;0;1;Directly funded;1499400;27074016;0
CA;2018-2019;37683460000000;37683460106328;San Dieguito Union High;Canyon Crest Academy;0634380;063438011396;2572; 09-12;4;2572;CALPADS Fall 1 Submission enrollment;10916;224;11140;9791;182;9973;1125;42;1167;28075952;576128;28652080;1;0;0;0;1;N/A;69279610;226472769;0
CA;2018-2019;37683460000000;37683466117352;San Dieguito Union High;Carmel Valley Middle;0634380;063438008307;1135; 07-08;3;1135;CALPADS Fall 1 Submission enrollment;11522;228;11750;10397;186;10583;1125;42;1167;13077470;258780;13336250;1;0;0;0;1;N/A;69279610;226472769;0
CA;2018-2019;37683460000000;37683466104749;San Dieguito Union High;Diegueno Middle;0634380;063438008186;937; 07-08;3;937;CALPADS Fall 1 Submission enrollment;11729;376;12105;10604;334;10938;1125;42;1167;10990073;352312;11342385;1;0;0;0;1;N/A;69279610;226472769;0
CA;2018-2019;37683460000000;37683466061998;San Dieguito Union High;Earl Warren Middle;0634380;063438005575;653; 07-08;3;653;CALPADS Fall 1 Submission enrollment;11912;399;12311;10787;357;11144;1125;42;1167;7778536;260547;8039083;1;0;0;0;1;N/A;69279610;226472769;0
CA;2018-2019;37683460000000;37683463731007;San Dieguito Union High;La Costa Canyon High;0634380;063438006516;1947; 09-12;4;1947;CALPADS Fall 1 Submission enrollment;11786;222;12008;10661;180;10841;1125;42;1167;22947342;432234;23379576;1;0;0;0;1;N/A;69279610;226472769;0
CA;2018-2019;37683460000000;37683466059737;San Dieguito Union High;Oak Crest Middle;0634380;063438005576;736; 07-08;3;736;CALPADS Fall 1 Submission enrollment;12068;570;12638;10943;528;11471;1125;42;1167;8882048;419520;9301568;1;0;0;0;1;N/A;69279610;226472769;0
CA;2018-2019;37683460000000;37683460131649;San Dieguito Union High;Pacific Trails Middle;0634380;063438013861;723; 07-08;3;723;CALPADS Fall 1 Submission enrollment;11395;238;11633;10270;196;10466;1125;42;1167;8238585;172074;8410659;1;0;0;0;1;N/A;69279610;226472769;0
CA;2018-2019;37683460000000;37683463737418;San Dieguito Union High;San Dieguito HS Academy;0634380;063438005577;1850; 09-12;4;1850;CALPADS Fall 1 Submission enrollment;12052;217;12269;10927;175;11102;1125;42;1167;22296200;401450;22697650;1;0;0;0;1;N/A;69279610;226472769;0
CA;2018-2019;37683460000000;37683463737384;San Dieguito Union High;Sunset High (Continuation);0634380;063438005578;102; 09-12;4;102;CALPADS Fall 1 Submission enrollment;20522;208;20730;19397;166;19563;1125;42;1167;2093244;21216;2114460;1;0;0;0;1;N/A;69279610;226472769;0
CA;2018-2019;37683460000000;37683463730033;San Dieguito Union High;Torrey Pines High;0634380;063438005579;2444; 09-12;4;2444;CALPADS Fall 1 Submission enrollment;12017;225;12242;10892;183;11075;1125;42;1167;29369548;549900;29919448;1;0;0;0;1;N/A;69279610;226472769;0
CA;2018-2019;38103890000000;38103893830445;San Francisco County Office of Education;S.F. County Civic Center Secondary;0691111;069111110647;73; 06-12;4;73;CALPADS Fall 1 Submission enrollment;27769;4765;32534;15567;3915;19482;12202;850;13052;2027137;347845;2374982;1;0;0;0;1;N/A;1610213;9642048;1
CA;2018-2019;38103890000000;38103893830361;San Francisco County Office of Education;S.F. County Court Woodside Learning Ctr;0691111;069111109270;19; 06-12;4;31;CALPADS Fall 1 Submission enrollment;107728;2917;110645;76967;2812;79779;30761;105;30866;3339568;90427;3429995;1;0;0;0;1;N/A;1610213;9642048;1
CA;2018-2019;38103890000000;38103893830395;San Francisco County Office of Education;S.F. County Opportunity (Hilltop);0691111;069111109472;41; 06-12;4;41;CALPADS Fall 1 Submission enrollment;33429;2825;36254;21895;1854;23749;11534;971;12505;1370589;115825;1486414;1;0;0;0;1;N/A;1610213;9642048;0
CA;2018-2019;38103890000000;38103896069561;San Francisco County Office of Education;S.F. County Special Education;0691111;069111109473;74; KG-12;4;74;CALPADS Fall 1 Submission enrollment;7927;2079;10006;0;0;0;7927;2079;10006;586598;153846;740444;1;0;0;0;1;N/A;1610213;9642048;1
CA;2018-2019;38684780000000;38684780119958;San Francisco Unified;Academy (The)- SF @McAteer;0634410;063441012526;358; 09-12;4;358;CALPADS Fall 1 Submission enrollment;9312;135;9447;6191;0;6191;3121;135;3256;3333696;48330;3382026;1;0;0;0;1;N/A;408934272;896164827;0
CA;2018-2019;38684780000000;38684786040695;San Francisco Unified;Alamo Elementary;0634410;063441005582;529; KG-05;2;529;CALPADS Fall 1 Submission enrollment;7352;277;7629;5616;0;5616;1736;277;2013;3889208;146533;4035741;1;0;0;0;1;N/A;408934272;896164827;0
CA;2018-2019;38684780000000;38684786040703;San Francisco Unified;Alvarado Elementary;0634410;063441005583;515; KG-05;2;515;CALPADS Fall 1 Submission enrollment;7184;580;7764;5547;0;5547;1637;580;2217;3699760;298700;3998460;1;0;0;0;1;N/A;408934272;896164827;0
CA;2018-2019;38684780000000;38684786062020;San Francisco Unified;Aptos Middle;0634410;063441005585;976; 06-08;3;976;CALPADS Fall 1 Submission enrollment;7351;444;7795;4866;162;5028;2485;282;2767;7174576;433344;7607920;1;0;0;0;1;N/A;408934272;896164827;0
CA;2018-2019;38684780000000;38684786040737;San Francisco Unified;Argonne Elementary;0634410;063441005586;433; KG-05;2;433;CALPADS Fall 1 Submission enrollment;8477;334;8811;6083;0;6083;2394;334;2728;3670541;144622;3815163;1;0;0;0;1;N/A;408934272;896164827;0
CA;2018-2019;38684780000000;38684783830387;San Francisco Unified;Asawa (Ruth) SF Sch of the Arts, A Public School;0634410;063441001276;795; 09-12;4;795;CALPADS Fall 1 Submission enrollment;8233;138;8371;5960;0;5960;2273;138;2411;6545235;109710;6654945;1;0;0;0;1;N/A;408934272;896164827;0
CA;2018-2019;38684780000000;38684783830288;San Francisco Unified;Balboa High;0634410;063441005587;1217; 09-12;4;1217;CALPADS Fall 1 Submission enrollment;9251;612;9863;6042;0;6042;3209;612;3821;11258467;744804;12003271;1;0;0;0;1;N/A;408934272;896164827;0
CA;2018-2019;38684780000000;38684780132241;San Francisco Unified;Brown Jr. (Willie L) Middle;0634410;063441002774;226; 06-08;3;226;CALPADS Fall 1 Submission enrollment;17800;850;18650;9860;418;10278;7940;432;8372;4022800;192100;4214900;1;0;0;0;1;N/A;408934272;896164827;1
CA;2018-2019;38684780000000;38684786040778;San Francisco Unified;Bryant Elementary;0634410;063441005592;223; KG-05;2;223;CALPADS Fall 1 Submission enrollment;11905;1484;13389;6825;270;7095;5080;1214;6294;2654815;330932;2985747;1;0;0;0;1;N/A;408934272;896164827;1
CA;2018-2019;38684780000000;38684786062046;San Francisco Unified;Buena Vista/ Horace Mann K-8;0634410;063441005626;589; KG-08;3;589;CALPADS Fall 1 Submission enrollment;9866;850;10716;6425;273;6698;3441;577;4018;5811074;500650;6311724;1;0;0;0;1;N/A;408934272;896164827;0
CA;2018-2019;38684780000000;38684783830254;San Francisco Unified;Burton (Phillip and Sala) Academic High;0634410;063441008189;1092; 09-12;4;1092;CALPADS Fall 1 Submission enrollment;10236;298;10534;6139;0;6139;4097;298;4395;11177712;325416;11503128;1;0;0;0;1;N/A;408934272;896164827;1
CA;2018-2019;38684780000000;38684786040752;San Francisco Unified;Carmichael (Bessie)/FEC;0634410;063441005590;625; KG-08;3;625;CALPADS Fall 1 Submission enrollment;9133;385;9518;5862;220;6082;3271;165;3436;5708125;240625;5948750;1;0;0;0;1;N/A;408934272;896164827;0
CA;2018-2019;38684780000000;38684786093496;San Francisco Unified;Carver (George Washington) Elementary;0634410;063441005616;151; KG-05;2;151;CALPADS Fall 1 Submission enrollment;14188;1931;16119;8480;391;8871;5708;1540;7248;2142388;291581;2433969;1;0;0;0;1;N/A;408934272;896164827;1
CA;2018-2019;38684780000000;38684786041149;San Francisco Unified;Chavez (Cesar) Elementary;0634410;063441005623;434; KG-05;2;434;CALPADS Fall 1 Submission enrollment;10307;718;11025;6740;280;7020;3567;438;4005;4473238;311612;4784850;1;0;0;0;1;N/A;408934272;896164827;0
CA;2018-2019;38684780000000;38684786113252;San Francisco Unified;Chin (John Yehall) Elementary;0634410;063441005369;266; KG-05;2;266;CALPADS Fall 1 Submission enrollment;7584;421;8005;6504;278;6782;1080;143;1223;2017344;111986;2129330;1;0;0;0;1;N/A;408934272;896164827;0
CA;2018-2019;38684780000000;38684780120386;San Francisco Unified;Chinese Immersion School at DeAvila;0634410;063441012487;387; KG-05;2;387;CALPADS Fall 1 Submission enrollment;6969;118;7087;5783;0;5783;1186;118;1304;2697003;45666;2742669;1;0;0;0;1;N/A;408934272;896164827;0
CA;2018-2019;38684780000000;38684786040828;San Francisco Unified;Clarendon Alternative Elementary;0634410;063441005666;555; KG-05;2;555;CALPADS Fall 1 Submission enrollment;7353;339;7692;5469;0;5469;1884;339;2223;4080915;188145;4269060;1;0;0;0;1;N/A;408934272;896164827;0
CA;2018-2019;38684780000000;38684786040836;San Francisco Unified;Cleveland Elementary;0634410;063441005597;346; KG-05;2;346;CALPADS Fall 1 Submission enrollment;8523;652;9175;6011;244;6255;2512;408;2920;2948958;225592;3174550;1;0;0;0;1;N/A;408934272;896164827;0
CA;2018-2019;38684780000000;38684786040968;San Francisco Unified;Cobb (William L.) Elementary;0634410;063441005681;152; KG-05;2;152;CALPADS Fall 1 Submission enrollment;14193;1265;15458;6562;165;6727;7631;1100;8731;2157336;192280;2349616;1;0;0;0;1;N/A;408934272;896164827;1
CA;2018-2019;38684780000000;38684786059869;San Francisco Unified;Denman (James) Middle;0634410;063441005628;835; 06-08;3;835;CALPADS Fall 1 Submission enrollment;8400;848;9248;5251;246;5497;3149;602;3751;7014000;708080;7722080;1;0;0;0;1;N/A;408934272;896164827;1
CA;2018-2019;38684780000000;38684783830064;San Francisco Unified;Downtown High;0634410;063441005602;171; 09-12;4;171;CALPADS Fall 1 Submission enrollment;14207;554;14761;8642;191;8833;5565;363;5928;2429397;94734;2524131;1;0;0;0;1;N/A;408934272;896164827;1
